StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q11,Q11_10_TEXT,Q12,Q12_6_TEXT,Q13,Q13_4_TEXT,Q14,Q15,Q15_4_TEXT,Q16,Q17,Q17_5_TEXT,Q18,Q19,Q20,Q21,Q22
2024-11-14 00:12:15,2024-11-14 00:17:28,IP Address,100,312,True,2024-11-14 00:17:28,R_8ijqVUiphxS4UV3,anonymous,EN-GB,Female,23-26,300 Level,"Usman Dan Fodio University ","NW, Nigeria",Hausa,,Yes,Rarely (Once a year),"Websites of associations,Journals / Newsletters","SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume",,"Relevance to my field of study,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Struggling to meet basic needs.,,"Less than ₦20,000",Institutional support,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"More than ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement",Ensuring a discounted price,NO
2024-11-14 00:35:06,2024-11-14 00:40:34,IP Address,100,328,True,2024-11-14 00:40:35,R_2zjyat9jnnrfCSt,anonymous,EN-GB,Male,27-30,400 Level,"UNN ","SE, Nigeria",Igbo,,Yes,Occasionally (2-3 times a year),Flyers,"SE, Nigeria",Learning opportunity,,Networking opportunities,,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"Transportation expenses (transportation, accommodation)",,"₦10,000 - ₦20,000",No,"Contributes to disparities in academic and professional advancement,Increases financial strain on students",,"Fund support programs and Bursary by our local Governments "
2024-11-14 01:00:34,2024-11-14 01:05:22,IP Address,100,287,True,2024-11-14 01:05:23,R_2lQU9BAyxesV0qN,anonymous,EN-GB,Male,23-26,500 Level,"University of Nigeria, enugu","SE, Nigeria",Igbo,,No,,Flyers,"SE, Nigeria,SW, Nigeria",,,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Just enough to meet basic needs,,"₦41,000 - ₦60,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Increases financial strain on students",Reduction in the registration fees,
2024-11-14 01:15:47,2024-11-14 01:23:30,IP Address,100,462,True,2024-11-14 01:23:31,R_8scoXCv5Ft7VEbt,anonymous,EN-GB,Male,23-26,500 Level,"University of Nigeria Nsukka ","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),Personal contact/ colleagues,"SE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity",,"Relevance to my field of study,Professional development",,Just enough to meet basic needs,,"₦41,000 - ₦60,000",Personal savings,,No,,,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement","A substantial discount in scientific conference registration fee for students. ","Oh, no. "
2024-11-14 02:07:04,2024-11-14 02:10:51,IP Address,100,226,True,2024-11-14 02:10:52,R_239Eii7JzlVm1Bn,anonymous,EN-GB,Female,<20,500 Level,"University of Nigeria,Nsukka","SE, Nigeria",Others,Itsekiri,No,Rarely (Once a year),Flyers,,,,Relevance to my field of study,,Comfortable,,"₦61,000 - ₦80,000",Personal savings,,No,,,"Less than ₦10,000",No,Increases financial strain on students,,Nope
2024-11-14 02:53:41,2024-11-14 03:05:17,IP Address,100,695,True,2024-11-14 03:05:17,R_8PsSxNciUulgGAq,anonymous,EN-GB,Female,23-26,400 Level,"University of Nigeria Nsukka ","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),"Websites of associations,Flyers,Personal contact/ colleagues","SE, Nigeria",Learning opportunity,,"Relevance to my field of study,Networking opportunities,Professional development",,Just enough to meet basic needs,,"₦41,000 - ₦60,000",,,Yes,"High registration fees,Accommodation expenses",,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",,
2024-11-14 05:20:24,2024-11-14 05:23:20,IP Address,100,175,True,2024-11-14 05:23:21,R_8ErMgt8Q3z4lRTh,anonymous,EN-GB,Male,23-26,500 Level,UNN,"SE, Nigeria",Igbo,,No,,,,,,,,Struggling to meet basic needs.,,"Less than ₦20,000",,,,,,,No,Limits access to valuable educational opportunities,"Reduction in cost of living ",No
2024-11-17 13:06:47,2024-11-17 13:23:48,IP Address,100,1020,True,2024-11-17 13:23:49,R_8la8BHpC0VafPMm,anonymous,EN-GB,Female,20-22,300 Level,UNIVERSITY OF BENIN,"SS, Nigeria",Others,,No,,Websites of associations,,,,,,Comfortable,,"₦41,000 - ₦60,000",,,No,,,"₦10,000 - ₦20,000",Yes,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Subsidized Registration Fees as well as Transportation Fees,"As at now, none"
2024-11-18 07:37:28,2024-11-18 07:42:43,IP Address,100,314,True,2024-11-18 07:42:43,R_8wKpHf4FMDbazfy,anonymous,EN-GB,Male,23-26,400 Level,Obafemi Awolowo University,"SW, Nigeria",Yoruba,,Yes,Rarely (Once a year),"Websites of associations,Personal contact/ colleagues","SW, Nigeria","Learning opportunity,To build resume,To deliver papers",,"Relevance to my field of study,Networking opportunities,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,No,,,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Increases financial strain on students","Providing funding for attending conferences & Promotion of local conferences with affordable registration fees for students ",
2024-11-18 08:02:43,2024-11-18 08:06:58,IP Address,100,254,True,2024-11-18 08:06:58,R_8dPPTpHBBUVVM5j,anonymous,EN-GB,Female,23-26,500 Level,"University of Ibadan College of Medicine ","SW, Nigeria",Yoruba,,Yes,Rarely (Once a year),"Conference invitation letters,Flyers,Personal contact/ colleagues,E-mails / subscriptions","SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,Networking",,"Relevance to my field of study,Networking opportunities,Professional development,Availability of financial support,Others (please specify)","Relevance to my career of interest ",Struggling to meet basic needs.,,"Less than ₦20,000",Others (Please specify),"I mostly attend free conferences ",Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦21,000 - ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",More grants opportunities should be open to medical students,None
2024-11-18 08:04:30,2024-11-18 08:09:06,IP Address,100,276,True,2024-11-18 08:09:07,R_2GTqAF7IMswP7Dr,anonymous,EN-GB,Male,20-22,600 Level,"College of Medicine, University of Ibadan","SW, Nigeria",Yoruba,,Yes,Rarely (Once a year),"Flyers,Journals / Newsletters,Personal contact/ colleagues,E-mails / subscriptions","SW, Nigeria","Learning opportunity,Association related activities",,"Relevance to my field of study,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Just enough to meet basic needs,,"₦41,000 - ₦60,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","More grants by institutions. Generally, the value of naira should appreciate.",None
2024-11-18 23:05:30,2024-11-18 23:08:31,IP Address,100,181,True,2024-11-18 23:08:32,R_2SGdVunF938XM9N,anonymous,EN-GB,Male,23-26,500 Level,"University of Nigeria Nsukka ","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),"Websites of associations,Conference invitation letters,Flyers,Personal contact/ colleagues","SE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,Networking",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation)",,"Less than ₦10,000",No,Limits access to valuable educational opportunities,Student discounts,No
2024-11-18 23:26:31,2024-11-18 23:29:40,IP Address,100,188,True,2024-11-18 23:29:40,R_2OrzdyqiWulFVAC,anonymous,EN-GB,Male,20-22,400 Level,"University of Nigeria Teaching Hospital ","SE, Nigeria",Igbo,,Yes,Occasionally (2-3 times a year),"Websites of associations,Journals / Newsletters,Personal contact/ colleagues,E-mails / subscriptions","SE, Nigeria,SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,To deliver papers,Networking",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Subsidising prices and working with universities to ensure that that happens.,No.
2024-11-19 01:53:47,2024-11-19 01:57:53,IP Address,100,246,True,2024-11-19 01:57:54,R_2bpmOl1YNlsb2iB,anonymous,EN-GB,Female,23-26,500 Level,"Obafemi Awolowo University ","SW, Nigeria",Yoruba,,Yes,Rarely (Once a year),Personal contact/ colleagues,"SW, Nigeria",Learning opportunity,,Relevance to my field of study,,Just enough to meet basic needs,,"Less than ₦20,000",Institutional support,,Yes,High registration fees,,"Less than ₦10,000",No,Limits access to valuable educational opportunities,"By minimizing cost of registration fees for students. And providing incentives for accomodation and transportation ",Medical students have alot of funding issues in school so scientific convey should be subsidized for them to attend.
2024-11-19 04:32:35,2024-11-19 04:37:10,IP Address,100,274,True,2024-11-19 04:37:10,R_2DoShHcxxkCdOOb,anonymous,EN-GB,Male,20-22,300 Level,"University of Nigeria, Enugu Campus ","SE, Nigeria",Igbo,,No,Rarely (Once a year),Personal contact/ colleagues,"SE, Nigeria",Others (Please specify),Food,Others (please specify),"An opportunity to get free food ",Just enough to meet basic needs,,"Less than ₦20,000",Others (Please specify),Parent,Yes,High registration fees,,Not sure,No,Limits access to valuable educational opportunities,"Making it free, knowledge should be free",None at all
2024-11-19 06:00:42,2024-11-19 06:03:42,IP Address,100,180,True,2024-11-19 06:03:43,R_8gHJudPVMRW11xn,anonymous,EN-GB,Female,20-22,500 Level,"Babcock University ","SW, Nigeria",Others,,No,,,,,,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,Limits access to valuable educational opportunities,,
2024-11-19 07:54:16,2024-11-19 07:57:02,IP Address,100,165,True,2024-11-19 07:57:03,R_8D22sykPR44Vqha,anonymous,EN-GB,Male,20-22,500 Level,"Babcock University ","SW, Nigeria",Yoruba,,No,Rarely (Once a year),Websites of associations,"SW, Nigeria",To build resume,,Relevance to my field of study,,Comfortable,,"₦20,000 - ₦40,000",Grants,,Yes,High registration fees,,Not sure,No,Limits access to valuable educational opportunities,,"No "
2024-11-19 23:24:50,2024-11-19 23:27:44,IP Address,100,174,True,2024-11-19 23:27:45,R_8I9PpOX8ZIWeHHW,anonymous,EN-GB,Female,20-22,300 Level,"Afe Babalola University Ado-Ekiti Ekiti state ","SW, Nigeria",Others,"Igala ",No,Regularly (4 to 5 times a year),Personal contact/ colleagues,"SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume",,"Networking opportunities,Professional development",,Comfortable,,"More than ₦100,000",Personal savings,,Yes,High registration fees,,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Increases financial strain on students","Create discount ",No
2024-11-21 00:56:47,2024-11-21 01:08:32,IP Address,100,704,True,2024-11-21 01:08:33,R_8IhIIEQ3Ex6ce0b,anonymous,EN-GB,Male,23-26,300 Level,"Federal University,  Dutse","NW, Nigeria",Others,"Ebira ",Yes,Rarely (Once a year),"Flyers,Journals / Newsletters,Personal contact/ colleagues","NW, Nigeria","Learning opportunity,To maintain skill base,Networking,Association related activities",,"Relevance to my field of study,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Struggling to meet basic needs.,,"₦61,000 - ₦80,000",Personal savings,,No,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦21,000 - ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students,Others (please specify)","The measures include making conferences more pocket-friendly to  medical students, providing grants to aid funding for conferences, a central venue that will be available to every region in the country and also, giving discounts to medical students who cannot afford to pay during the stipulated time.","Among other things, what really matters include security and also source of funding. Conferences should be encouraged among medical students so as to foster networking and also to build strong will power in the quest for knowledge. "
2024-11-21 15:54:48,2024-11-21 15:59:06,IP Address,100,257,True,2024-11-21 15:59:06,R_8ocvQPMKa1vksyR,anonymous,EN-GB,Male,20-22,300 Level,Ladoke Akintola University of Technology,"SW, Nigeria",Yoruba,,Yes,Rarely (Once a year),"Websites of associations,Flyers,Personal contact/ colleagues","SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,Networking",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦21,000 - ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","It should be free for students or discounted. ",Nothing for now
2024-11-21 22:34:22,2024-11-21 22:37:50,IP Address,100,207,True,2024-11-21 22:37:51,R_2bVMp9mDm5dtq0R,anonymous,EN-GB,Male,23-26,600 Level,"Ahmadu Bello University ","NW, Nigeria",Hausa,,No,,"Websites of associations,Conference invitation letters,Personal contact/ colleagues,E-mails / subscriptions",,,,"Relevance to my field of study,Professional development,Availability of financial support",,Just enough to meet basic needs,,"₦41,000 - ₦60,000",,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,"Limits access to valuable educational opportunities,Increases financial strain on students",Reducing the fee required for medical students to attend conferences,Creation of organizations in the school that help with finding and registering students for conferences
2024-11-21 22:43:12,2024-11-21 22:46:53,IP Address,100,220,True,2024-11-21 22:46:53,R_8P5VUp13TW5m2Ah,anonymous,EN-GB,Female,23-26,600 Level,Ahmadu Bello University,"NW, Nigeria",Hausa,,Yes,Occasionally (2-3 times a year),"Websites of associations,Conference invitation letters,Flyers,Personal contact/ colleagues,E-mails / subscriptions","SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,Networking",,"Relevance to my field of study,Networking opportunities,Professional development",,Comfortable,,"More than ₦100,000",Personal savings,,No,,,"₦10,000 - ₦20,000",No,Limits access to valuable educational opportunities,"Having discounts in registration fees for medical students. Lecturers taking along students for conferences. ",None
2024-11-21 23:50:26,2024-11-21 23:57:24,IP Address,100,417,True,2024-11-21 23:57:24,R_2EA2ctI6bF42bhS,anonymous,EN-GB,Male,<20,300 Level,"Osun state university ","SW, Nigeria",Yoruba,,Yes,Rarely (Once a year),"Flyers,Journals / Newsletters,Personal contact/ colleagues,E-mails / subscriptions,Newspapers","SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,To deliver papers,Networking,Association related activities,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"₦41,000 - ₦60,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Making the registration fees affordable for all students by making the conferences closer to all students in all states,There should also be ways medical students to earn well enough to reduce financial burdend
2024-11-28 02:37:47,2024-11-28 02:41:10,IP Address,100,202,True,2024-11-28 02:41:10,R_8gLZooJausjMTIs,anonymous,EN-GB,Male,20-22,200 Level,"University of Lagos ","SS, Nigeria",Igbo,,No,Occasionally (2-3 times a year),"Flyers,Journals / Newsletters","NC, Nigeria",To deliver papers,,Professional development,,Struggling to meet basic needs.,,"Less than ₦20,000",Institutional support,,Yes,High registration fees,,"Less than ₦10,000",Yes,Limits access to valuable educational opportunities,"Foundation ",No
2025-01-04 22:12:57,2025-01-04 22:17:41,IP Address,100,284,True,2025-01-04 22:17:42,R_70qhAppbqj6tc1b,anonymous,EN-GB,Male,20-22,400 Level,"FEDERAL UNIVERSITY DUTSE, JIGAWA STATE","NW, Nigeria",Hausa,,No,,Personal contact/ colleagues,"NW, Nigeria",Learning opportunity,,Networking opportunities,,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,Yes,"Transportation expenses (transportation, accommodation)",,"Less than ₦10,000",No,Limits access to valuable educational opportunities,Low cost of registration fee,Nill
2025-04-25 08:22:38,2025-04-25 08:29:15,IP Address,100,396,True,2025-04-25 08:29:16,R_8X3YzuP0H0a5mZX,anonymous,EN-GB,Male,23-26,500 Level,"Bayero University Kano ","NW, Nigeria",Hausa,,No,,,,"To view current research trends and keep up-to-date,Learning opportunity,To build resume,Networking",,"Relevance to my field of study,Financial considerations (registration fees, travel costs, etc.)",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation)",,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement","Special consideration should you be give to medical students especially when it comes to financial matters ","Nigerian medical students are interested in scientific conferences, the fact that you don't see us often in conferences is because of so many reasons, which include, financial constraints and limited opportunities "
2025-04-25 15:30:48,2025-04-25 15:33:18,IP Address,100,149,True,2025-04-25 15:33:18,R_70PBNQ1HZoTeMdq,anonymous,EN-GB,Female,20-22,300 Level,Ahmadu Bello University,"NW, Nigeria",Others,Ogori,No,,"Websites of associations,Conference invitation letters,Flyers,Journals / Newsletters,Newspapers","SE, Nigeria,SW, Nigeria,NW, Nigeria","Learning opportunity,To maintain skill base,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,"Contributes to disparities in academic and professional advancement,Increases financial strain on students","Make it more affordable ",No
2025-04-26 10:16:44,2025-04-26 10:20:49,IP Address,100,244,True,2025-04-26 10:20:50,R_2TFHhOmpiKqay1X,anonymous,EN-GB,Male,<20,400 Level,"College of Health Sciences, Nnamdi Azikiwe University","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),"Websites of associations,Journals / Newsletters,Personal contact/ colleagues,E-mails / subscriptions","SE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,Tourism,Networking,Association related activities,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"₦81,000 - ₦100,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"More than ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Increasing the usage of virtual media for conferences could help. Institutions could also be more willing to award grants to student attendees. The school can also help by subsidizing costs for their students.,
2025-04-26 10:53:10,2025-04-26 11:04:12,IP Address,100,662,True,2025-04-26 11:04:13,R_8VEnhNNsvlSBcLE,anonymous,EN-GB,Male,20-22,400 Level,"Nnamdi Azikiwe University Teaching Hospital, Nnewi, Anambra State, Nigeria.","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),Journals / Newsletters,"SE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,Networking,Association related activities",,"Relevance to my field of study,Professional development,Availability of financial support",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Grants,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement","Subsidizing the accommodation fees and transport fare. Also Helps possibly from Alumni body or the college can go a long way  ","Provision of virtuals or kind of livestream to enable wider participation for students who loved to be physically but are constrained financially "
2025-04-26 12:29:46,2025-04-26 12:39:36,IP Address,100,590,True,2025-04-26 12:39:37,R_8btQsS2aWfDVvwd,anonymous,EN-GB,Male,20-22,500 Level,"College of health sciences, Nnamdi Azikiwe University ","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),"Flyers,Personal contact/ colleagues","SE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To deliver papers,Tourism,Networking,Association related activities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"₦61,000 - ₦80,000",Others (Please specify),"Gifts from friends and family ",Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦21,000 - ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Educational institutions can help provide financial assistance for students ",No
2025-04-27 09:37:05,2025-04-27 09:39:26,IP Address,100,140,True,2025-04-27 09:39:26,R_1QMgiumepogYyTa,anonymous,EN-GB,Female,20-22,200 Level,"Unizik ","SE, Nigeria",Igbo,,No,,,,,,,,Comfortable,,"More than ₦100,000",Others (Please specify),"Never attended ",No,,,,,,,
2025-04-27 11:53:37,2025-04-27 12:04:26,IP Address,100,648,True,2025-04-27 12:04:26,R_8g1ML0YTwHnyuQf,anonymous,EN-GB,Male,20-22,400 Level,"University of Port Harcourt ","SS, Nigeria",Igbo,,No,,Flyers,,"Learning opportunity,To build resume,Networking",,Professional development,,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"Less than ₦10,000",Yes,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Make special exceptions for students who fit certain criteria ","None for now "
2025-04-27 14:46:44,2025-04-27 14:52:46,IP Address,100,361,True,2025-04-27 14:52:47,R_3YNRUx23UxN0q2Z,anonymous,EN-GB,Female,20-22,400 Level,"UNIPORT ","SS, Nigeria",Others,"Urhobo ",No,,"Websites of associations,Flyers,Personal contact/ colleagues","SS, Nigeria","Learning opportunity,To build resume,Tourism,Networking,Association related activities",,"Relevance to my field of study,Networking opportunities,Professional development",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Others (Please specify),"Support from friends and family ",Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"₦21,000 - ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement","Institutional support in form of covering full cost of expenses or reasonable subsidies ","Dealing with expenses from in-school activities "
2025-04-27 14:57:38,2025-04-27 15:05:46,IP Address,100,488,True,2025-04-27 15:05:47,R_6qfVQxRxF9zgXX0,anonymous,EN-GB,Female,20-22,400 Level,University of Port Harcourt,"SS, Nigeria",Igbo,,Yes,Rarely (Once a year),Conference invitation letters,"SS, Nigeria","Learning opportunity,Association related activities,Others (Please specify)",,"Relevance to my field of study,Professional development,Others (please specify)",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Others (Please specify),,Yes,"High registration fees,Lack of funding/support from institution or external sources,Other (please specify)",,Not sure,No,"Limits access to valuable educational opportunities,Others (please specify)",Institutional support and funding can go a long way.,No
2025-04-27 15:03:26,2025-04-27 15:12:16,IP Address,100,530,True,2025-04-27 15:12:17,R_7Km826KuBmJ7jqg,anonymous,EN-GB,Female,20-22,400 Level,University of port harcourt,"SS, Nigeria",Others,,Yes,Rarely (Once a year),Flyers,"SS, Nigeria","Learning opportunity,To build resume,Networking,Association related activities,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Supports from the organizing institutions, where by part of the fee is covered, reducing the cost for medical students. ",No
2025-04-27 15:09:31,2025-04-27 15:14:08,IP Address,100,276,True,2025-04-27 15:14:08,R_1MfOcRoJIZmOoDf,anonymous,EN-GB,Female,20-22,400 Level,"University of Port Harcourt ","SS, Nigeria",Igbo,,Yes,Rarely (Once a year),Personal contact/ colleagues,"SS, Nigeria","To view current research trends and keep up-to-date,Learning opportunity",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Just enough to meet basic needs,,"₦81,000 - ₦100,000",Personal savings,,Yes,Accommodation expenses,,"More than ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Sponsorship from other sources ","It is disheartening. Then questions of safer means of travel like flight is very expensive "
2025-04-27 15:14:03,2025-04-27 15:17:13,IP Address,100,190,True,2025-04-27 15:17:14,R_7S6MdYvauDt8EEv,anonymous,EN-GB,Female,20-22,500 Level,University of Port Harcourt medical school,"SS, Nigeria",Igbo,,No,,"Websites of associations,Conference invitation letters,Flyers,Personal contact/ colleagues",,"To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,To deliver papers,Association related activities,Job opportunities",,"Relevance to my field of study,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",,,,,,,,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Grsnts and subsidies ",
2025-04-27 18:37:44,2025-04-27 18:43:04,IP Address,100,319,True,2025-04-27 18:43:05,R_22t2BvviPB9DMBu,anonymous,EN-GB,Female,20-22,500 Level,"Port Harcourt University medical school ","SS, Nigeria",Igbo,,Yes,Rarely (Once a year),Personal contact/ colleagues,"SS, Nigeria","Learning opportunity,Association related activities",,"Relevance to my field of study,Networking opportunities,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Institutional support,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Increases financial strain on students","Do scholarship programs ",No
2025-04-29 08:46:26,2025-04-29 08:55:16,IP Address,100,529,True,2025-04-29 08:55:16,R_8eb1kibAn39fYOY,anonymous,EN-GB,Female,20-22,200 Level,"Nnamdi Azikiwe University ","SE, Nigeria",Igbo,,No,,,,,,,,Comfortable,,"₦20,000 - ₦40,000",,,Yes,,,Not sure,,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","I feel like conferences should be first brought to state level ",
